Link,Preis,Beschreibung,Details,Adresse,Features,Vollständige_Adresse,Latitude,Longitude,created_date,closed_date,Preis_cleaned,Wohnfläche,Grundstücksfläche,Zimmer,Preis_pro_qm
https://www.immowelt.de/expose/1206a7f6-a417-4932-924b-c565a6edf82b,120.000 € 3.077 €/m²,Wohnung zum Kauf,1 Zimmer·39 m²·1. Geschoss,"Barbara 3, Trier (54290)","sofort; Personenaufzug; Barrierefrei, Rollstuhlgerecht; 1. Geschoss; Badezimmer: Bad mit Dusche, Bad mit Fenster; Gäste-WC; Waschraum; Einbauküche",Keine Adresse gefunden,,,2024-12-31,,120000.0,39.0,,1.0,3076.923076923077
https://www.immowelt.de/expose/9600c307-69c1-4dbf-b1f6-0ec98c60eefa,215.000 € 2.824 €/m²,Wohnung zum Kauf,"3 Zimmer·76,1 m²·4. Geschoss·frei ab sofort","Neu-Heiligkreuz 1, Trier / Heiligkreuz (54295)",Frei ab sofort; Personenaufzug; Barrierefrei; 4. Geschoss; Bodenbelag: Parkett,Keine Adresse gefunden,,,2024-12-31,,215000.0,76.1,,3.0,2825.229960578187
https://www.immowelt.de/expose/3b327183-a6ec-4f90-908d-45fae98ff4c0,2.190.000 € 4.977 €/m²,Mehrfamilienhaus zum Kauf,19 Zimmer·440 m²·350 m² Grundstück·teilbar ab 440 m²,"Alt-Kürenz 1, Trier (54295)","2025; Duplex-Stellplatz; Balkon; Barrierefrei; kontrollierte Be- und Entlüftungsanlage; Badezimmer: Badewanne, Bad mit Dusche; WG-geeignet; voll unterkellert",Keine Adresse gefunden,,,2024-12-31,,2190000.0,440.0,350.0,19.0,4977.272727272727
https://www.immowelt.de/expose/6ef8d90b-7baa-438c-9ff7-14c031829bda,247.000 € 2.656 €/m²,Reihenmittelhaus zum Kauf,7 Zimmer·93 m²·95 m² Grundstück,"Maximin 2, Trier (54292)",,Keine Adresse gefunden,,,2024-12-31,,247000.0,93.0,95.0,7.0,2655.9139784946237
https://www.immowelt.de/expose/8bf01e4c-4d07-45e3-a481-a02f270641d5,325.000 € 3.515 €/m²,Einfamilienhaus zum Kauf,"4 Zimmer·92,5 m²·1.768 m² Grundstück","Neu-Kürenz 1, Trier (54295)","2 Stellplätze: 2 Außen-Stellplätze; Einbauküche; Garten; Kein Keller; Terrasse; Bodenbelag: Fliesen, Laminat; offener Kamin",Keine Adresse gefunden,,,2024-12-31,,325000.0,92.5,1768.0,4.0,3513.5135135135133
https://www.immowelt.de/expose/da46e1c7-ebd0-4c5a-9b81-74f999fb00c6,792.500 € 5.914 €/m²,Reihenendhaus zum Kauf,5 Zimmer·134 m²·306 m² Grundstück,"Olewig 1, Trier (54296)","kurzfristig nach Vereinbarung; 2 Stellplätze: 2 Carports; kontrollierte Be- und Entlüftungsanlage; Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster; Gäste-WC; Waschraum; Kelleranteil; Terrasse",Keine Adresse gefunden,,,2024-12-31,,792500.0,134.0,306.0,5.0,5914.179104477612
https://www.immowelt.de/expose/9836ad05-d9d5-4346-bd7e-e138ce255728,360.000 € 4.478 €/m²,Wohnung zum Kauf,"3 Zimmer·80,4 m²·1. Geschoss·frei ab sofort","Altstadt 3, Trier (54290)","Frei ab sofort; Außen-Stellplatz; Personenaufzug; Balkon; 1. Geschoss; Badezimmer: Badewanne, Bad mit Dusche; Kelleranteil; Bodenbelag: Fliesen, Parkett",Keine Adresse gefunden,,,2024-12-31,,360000.0,80.4,,3.0,4477.611940298507
https://www.immowelt.de/expose/5198120e-abec-45ca-a855-55a1b4b13882,1.275.000 € 4.775 €/m²,Mehrfamilienhaus zum Kauf,16 Zimmer·267 m²·322 m² Grundstück,"Maximin 6, Trier (54292)","5 Stellplätze: 5 Außen-Stellplätze; Personenaufzug; Balkon; Barrierefrei; voll unterkellert; Bodenbelag: Fliesen, Holzdielen; vermietet; voll erschlossen",Keine Adresse gefunden,,,2024-12-31,,1275000.0,267.0,322.0,16.0,4775.2808988764045
https://www.immowelt.de/expose/fd343a15-8128-4cdb-aeec-00a3628b5ee0,162.000 € 3.000 €/m²,Maisonette zum Kauf,2 Zimmer·54 m²,"Güterstr, Alt-Kürenz 3, Trier (54296)","Tiefgarage; teilweise möbliert; Bad mit Dusche; Einbauküche; Bodenbelag: Fliesen, Laminat; als Kapitalanlage geeignet",Keine Adresse gefunden,,,2024-12-31,,162000.0,54.0,,2.0,3000.0
https://www.immowelt.de/expose/402bc423-b5c9-4377-a5f9-2a2f5c7a2b2d,175.000 € 3.125 €/m²,Wohnung zum Kauf,2 Zimmer·56 m²·EG,"Barbara 4, Trier (54290)","Erdgeschoss; Badezimmer: Badewanne, Bad mit Fenster; Kelleranteil; Bodenbelag: Fliesen, Laminat",Keine Adresse gefunden,,,2024-12-31,,175000.0,56.0,,2.0,3125.0
https://www.immowelt.de/expose/dadde19e-81b0-47b5-8d32-24945ce9a9bd,409.000 € 5.165 €/m²,Wohnung zum Kauf,"3 Zimmer·79,2 m²","Alt-Kürenz 1, Trier (54295)",Frühjahr 2025; Tiefgarage; Personenaufzug; Rollstuhlgerecht; kontrollierte Be- und Entlüftungsanlage; Bad mit Dusche; Waschraum; Kelleranteil,Keine Adresse gefunden,,,2024-12-31,,409000.0,79.2,,3.0,5164.141414141414
https://www.immowelt.de/expose/75ffdd58-cba0-4b02-b073-0cff7c6cb0b2,473.000 € 5.147 €/m²,Wohnung zum Kauf,"3 Zimmer·91,9 m²","Alt-Kürenz 1, Trier (54295)","Frühjahr 2025; Tiefgarage; Personenaufzug; Balkon; kontrollierte Be- und Entlüftungsanlage; Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster; Gäste-WC; Waschraum",Keine Adresse gefunden,,,2024-12-31,,473000.0,91.9,,3.0,5146.89880304679
https://www.immowelt.de/projekte/expose/k2wz432,497.000 € 4.890 €/m²,Wohnung zum Kauf,"4 Zimmer·101,6 m²",Keine Info,,Keine Adresse gefunden,,,2024-12-31,,497000.0,101.6,,4.0,4891.732283464567
https://www.immowelt.de/projekte/expose/k2wz432,499.000 € 4.852 €/m²,Wohnung zum Kauf,"4 Zimmer·102,9 m²",Keine Info,,Keine Adresse gefunden,,,2024-12-31,,499000.0,102.9,,4.0,4849.368318756074
https://www.immowelt.de/projekte/expose/k2wz432,519.000 € 4.766 €/m²,Wohnung zum Kauf,"3 Zimmer·108,9 m²",Keine Info,,Keine Adresse gefunden,,,2024-12-31,,519000.0,108.9,,3.0,4765.840220385675
https://www.immowelt.de/projekte/expose/k2wz432,529.000 € 4.758 €/m²,Wohnung zum Kauf,"3 Zimmer·111,2 m²",Keine Info,,Keine Adresse gefunden,,,2024-12-31,,529000.0,111.2,,3.0,4757.194244604317
https://www.immowelt.de/expose/16f96004-35f7-4aaf-beeb-a709c72c18ce,295.000 € 3.688 €/m²,Wohnung zum Kauf,2 Zimmer·80 m²,"Altstadt 3, Trier (54290)",Außen-Stellplatz; Einbauküche; Kelleranteil,Keine Adresse gefunden,,,2024-12-31,,295000.0,80.0,,2.0,3687.5
https://www.immowelt.de/expose/6c1ef2b4-99f5-4e0a-a623-28588c3f6010,190.000 € 2.923 €/m²,Wohnung zum Kauf,2 Zimmer·65 m²,"Maximin 3, Trier (54292)","Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster; Einbauküche; 1 Monat; Kelleranteil; Bodenbelag: Fliesen, Laminat; Kabelanschluss; Fenster: Sonnenschutz; vermietet",Keine Adresse gefunden,,,2024-12-31,,190000.0,65.0,,2.0,2923.076923076923
https://www.immowelt.de/projekte/expose/k2wz432,349.500 € 5.172 €/m²,Wohnung zum Kauf,"2 Zimmer·67,6 m²",Keine Info,,Keine Adresse gefunden,,,2024-12-31,,349500.0,67.6,,2.0,5170.118343195267
https://www.immowelt.de/projekte/expose/k2wz432,409.000 € 5.165 €/m²,Wohnung zum Kauf,"3 Zimmer·79,2 m²",Keine Info,,Keine Adresse gefunden,,,2024-12-31,,409000.0,79.2,,3.0,5164.141414141414
https://www.immowelt.de/expose/66b82099-2bcc-4175-b2f2-068d70978fd9,359.000 € 4.957 €/m²,Penthouse zum Kauf,"2 Zimmer·72,4 m²","Alt-Kürenz 1, Trier (54295)","Ende 2024; Tiefgarage; Personenaufzug; kontrollierte Be- und Entlüftungsanlage; Badezimmer: Badewanne, Bad mit Fenster; Gäste-WC; Waschraum; Kelleranteil",Keine Adresse gefunden,,,2024-12-31,,359000.0,72.4,,2.0,4958.563535911602
https://www.immowelt.de/expose/5aff3f90-bae1-4f73-ad6f-898f9b9696d2,419.000 € 3.198 €/m²,Reihenmittelhaus zum Kauf,6 Zimmer·131 m²·305 m² Grundstück,"Olewig 3, Trier-Olewig (54295)","Garage; Balkon; Bad mit Fenster; voll unterkellert; Terrasse; Bodenbelag: Fliesen, Parkett, Laminat",Keine Adresse gefunden,,,2024-12-31,,419000.0,131.0,305.0,6.0,3198.4732824427483
https://www.immowelt.de/expose/2518e778-7e06-4594-b545-7f14ed797549,1.800.000 € 2.308 €/m²,Mehrfamilienhaus zum Kauf,25 Zimmer·780 m²·790 m² Grundstück,"Matthias 3, Trier (54290)",2 Geschosse; als Kapitalanlage geeignet,Keine Adresse gefunden,,,2024-12-31,,1800000.0,780.0,790.0,25.0,2307.6923076923076
https://www.immowelt.de/expose/6da84c78-67de-46ed-bfe6-9c303e26dcba,1.800.000 € 2.308 €/m²,Mehrfamilienhaus zum Kauf,25 Zimmer·780 m²·790 m² Grundstück,"Matthias 3, Trier (54290)",2 Geschosse; Bad mit Dusche; Kelleranteil; Bodenbelag: Kunststoff; Fenster: Holz; vermietet,Keine Adresse gefunden,,,2024-12-31,,1800000.0,780.0,790.0,25.0,2307.6923076923076
https://www.immowelt.de/expose/2daae2fa-08ad-4f7f-972d-3660c31fd98c,650.000 € 4.333 €/m²,Mehrfamilienhaus zum Kauf,7 Zimmer·150 m²·405 m² Grundstück,"Alt-Kürenz 2, Trier (54295)","6 Stellplätze: 6 Außen-Stellplätze; Balkon; Badezimmer: Bad mit Dusche, Bad mit Fenster; Gäste-WC; Einbauküche; Garten; voll unterkellert; Bodenbelag: Fliesen",Keine Adresse gefunden,,,2024-12-31,,650000.0,150.0,405.0,7.0,4333.333333333333
https://www.immowelt.de/expose/e641fcc8-5427-438a-b03c-70c3d9186a5a,155.000 € 2.925 €/m²,Maisonette zum Kauf,2 Zimmer·53 m²,"Alt-Kürenz 3, Trier (54295)","Kochnische; Bodenbelag: Fliesen, Laminat",Keine Adresse gefunden,,,2024-12-31,,155000.0,53.0,,2.0,2924.5283018867926
https://www.immowelt.de/expose/73afc6da-41e4-4643-80a8-71dac0e468cd,1.549.000 € 4.892 €/m²,Einfamilienhaus zum Kauf,"5 Zimmer·316,7 m²·412 m² Grundstück","Gartenfeld 2, Trier (54296)","Nach Absprache.; 2 Stellplätze: 2 Außen-Stellplätze; Balkon; Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster; Gäste-WC; Einbauküche; Garten; voll unterkellert",Keine Adresse gefunden,,,2024-12-31,,1549000.0,316.7,412.0,5.0,4891.064098515946
https://www.immowelt.de/expose/a901c844-1186-44be-b984-67651c85553d,369.000 € 2.636 €/m²,Einfamilienhaus zum Kauf,4 Zimmer·140 m²·377 m² Grundstück,"Olewig 3, Trier (54295)","Garage; Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster; Gäste-WC; Waschraum; Garten; Terrasse",Keine Adresse gefunden,,,2024-12-31,,369000.0,140.0,377.0,4.0,2635.714285714286
https://www.immowelt.de/expose/a15cfdc9-9e7f-41d8-ac24-d1586b0ac490,Preis auf Anfrage,Einfamilienhaus zum Kauf,5 Zimmer·190 m²·928 m² Grundstück,"Olewig 2, Trier (54295)","2 Stellplätze: Garage, 2 Außen-Stellplätze; Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster; Gäste-WC; Einbauküche; Garten; voll unterkellert; Terrasse; Bodenbelag: Fliesen, Parkett",Keine Adresse gefunden,,,2024-12-31,,,190.0,928.0,5.0,
https://www.immowelt.de/expose/4d0d338c-87b8-454e-bf0a-ca1715da9cac,645.000 € 5.609 €/m²,Maisonette zum Kauf,3 Zimmer·115 m²,"Barbara 2, Trier (54290)","nach Absprache; Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster; Gäste-WC; Einbauküche, Offene Küche; Gartenanteil; Kelleranteil; Bodenbelag: Parkett; Loggia",Keine Adresse gefunden,,,2024-12-31,,645000.0,115.0,,3.0,5608.695652173913
https://www.immowelt.de/expose/a3fe687b-add1-41ff-a195-deda229611eb,Preis auf Anfrage,Doppelhaushälfte zum Kauf,5 Zimmer·152 m²·459 m² Grundstück·frei ab sofort,"Alt-Heiligkreuz 2, Trier (54290)","Frei ab sofort; 2 Stellplätze: Garage; Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster; Gäste-WC; Waschraum; Einbauküche; Garten; voll unterkellert",Keine Adresse gefunden,,,2024-12-31,,,152.0,459.0,5.0,
https://www.immowelt.de/expose/35fb2cb5-ebf8-406d-bead-a67efbbde7a9,Preis auf Anfrage,Wohnung zum Kauf,3 Zimmer·145 m²,"Altstadt 4, Trier (54290)","Badezimmer: Bad mit Dusche, Bad mit Fenster; Gäste-WC; Einbauküche, Offene Küche; Kelleranteil; als Ferienimmobilie geeignet; vermietet",Keine Adresse gefunden,,,2024-12-31,,,145.0,,3.0,
https://www.immowelt.de/expose/f22b384e-b024-4553-82ee-fa73ac1de0be,390.000 € 4.279 €/m²,Maisonette zum Kauf,"3 Zimmer·91,2 m²·frei ab sofort","Gartenfeld 3, Trier (54295)",Balkon,Keine Adresse gefunden,,,2024-12-31,,390000.0,91.2,,3.0,4276.315789473684
https://www.immowelt.de/expose/2847ab34-4c7d-44bb-a9da-5ad2d7011112,539.000 € 2.898 €/m²,Mehrfamilienhaus zum Kauf,7 Zimmer·186 m²·444 m² Grundstück,"Olewig 1, Trier (54295)","nach Vereinbarung; 2 Stellplätze: Garage; Balkon; DSL-Anschluss; Badezimmer: Bad mit Dusche, Bad mit Fenster; Waschraum; Einbauküche; voll unterkellert",Keine Adresse gefunden,,,2024-12-31,,539000.0,186.0,444.0,7.0,2897.8494623655915
https://www.immowelt.de/expose/198c58a9-45c5-4c81-ab2a-dc8ab7e95d3d,198.000 € 4.471 €/m²,Wohnung zum Kauf,"2 Zimmer·44,3 m²·1. Geschoss","Gartenfeld 2, Trier-Ost (54295)",1. Geschoss; Kelleranteil; Bodenbelag: Fliesen,Keine Adresse gefunden,,,2024-12-31,,198000.0,44.3,,2.0,4469.525959367946
https://www.immowelt.de/expose/01b45042-4bae-4122-a88f-6ebc44060730,360.000 € 3.600 €/m²,Wohnung zum Kauf,3 Zimmer·100 m²,"Matthias 1, Trier (54290)","Tiefgarage; Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster; Kelleranteil; Bodenbelag: Fliesen, Teppich",Keine Adresse gefunden,,,2024-12-31,,360000.0,100.0,,3.0,3600.0
https://www.immowelt.de/expose/d43e247f-b6bc-457a-a388-72ffeb7f637e,540.000 €,Haus zum Kauf,749 m² Grundstück,"Neu-Heiligkreuz 1, Trier (54295)",,Keine Adresse gefunden,,,2024-12-31,,540000.0,749.0,749.0,,720.9612817089453
https://www.immowelt.de/expose/c38a44c0-5dae-43d7-9b36-2b32fc6d5c54,980.000 €,Haus zum Kauf,476 m² Grundstück,"Barbara 5, Trier (54290)",,Keine Adresse gefunden,,,2024-12-31,,980000.0,476.0,476.0,,2058.823529411765
https://www.immowelt.de/expose/f1df2727-3326-465e-910d-522f0df8fb1a,540.000 €,Haus zur Zwangsversteigerung,Keine Info,"Neu-Heiligkreuz 1, Trier (54295)",,Keine Adresse gefunden,,,2024-12-31,,540000.0,,,,
https://www.immowelt.de/expose/c9ebc0ff-17dc-470a-a484-399984dfc1a5,542.000 € 5.416 €/m²,Wohnung zum Kauf,"3 Zimmer·100,1 m²·4. Geschoss","Maximin 5, Trier (54292)",nach Vereinbarung; Außen-Stellplatz; Personenaufzug; Balkon; 4. Geschoss,Keine Adresse gefunden,,,2024-12-31,,542000.0,100.1,,3.0,5414.585414585415
https://www.immowelt.de/expose/760291bc-3712-4e3c-8668-efee332d95e9,Preis auf Anfrage,Haus zum Kauf,21 Zimmer·600 m²·994 m² Grundstück,"Altstadt 6, Trier (54290)","nach Vereinbarung; 20 Stellplätze: 8 Carports, Garage, 6 Außen-Stellplätze; Balkon; voll unterkellert; Wintergarten; Kabelanschluss; vermietet",Keine Adresse gefunden,,,2024-12-31,,,600.0,994.0,21.0,
https://www.immowelt.de/expose/4d48f2a5-db19-4fdb-9eab-f4983b41d524,595.000 € 1.913 €/m²,Bungalow zum Kauf,7 Zimmer·311 m²·2.407 m² Grundstück,"Neu-Heiligkreuz 4, Trier (54295)","Bezugsfrei; Stellplatz; Bad mit Fenster; Gäste-WC; voll unterkellert; Terrasse; Bodenbelag: Parkett, Stein, Teppich; voll erschlossen",Keine Adresse gefunden,,,2024-12-31,,595000.0,311.0,2407.0,7.0,1913.1832797427653
https://www.immowelt.de/expose/dffa46bc-f148-45cf-af11-76de66a72918,238.899 € 1.770 €/m²,Einfamilienhaus zum Kauf,4 Zimmer·135 m²,"Matthias 1, Trier (54290)",kontrollierte Be- und Entlüftungsanlage; Offene Küche,Keine Adresse gefunden,,,2024-12-31,,238899.0,135.0,,4.0,1769.6222222222223
https://www.immowelt.de/expose/09e0b575-f935-481d-b61b-145f3acbea2e,345.000 € 2.875 €/m²,Doppelhaushälfte zum Kauf,5 Zimmer·120 m²·500 m² Grundstück,"Neu-Heiligkreuz 1, Trier (54295)","nach Absprache; Garage; Badezimmer: Bad mit Dusche, Bad mit Fenster; Garten; voll unterkellert; Terrasse; Bodenbelag: Fliesen, Parkett",Keine Adresse gefunden,,,2024-12-31,,345000.0,120.0,500.0,5.0,2875.0
https://www.immowelt.de/expose/23c9c398-5d55-422a-b728-277cc865b1c7,540.000 € 540.000 €/m²,Einfamilienhaus zum Kauf,1 Zimmer·1 m²·749 m² Grundstück,"Neu-Heiligkreuz 1, Trier (54295)",,Keine Adresse gefunden,,,2024-12-31,,540000.0,1.0,749.0,1.0,540000.0
https://www.immowelt.de/expose/3a6b6cd3-8e8d-46eb-a691-876fc1c6c04f,980.000 € 2.112 €/m²,Mehrfamilienhaus zum Kauf,16 Zimmer·464 m²·576 m² Grundstück,"Barbara 2, Trier (54290)",,Keine Adresse gefunden,,,2024-12-31,,980000.0,464.0,576.0,16.0,2112.0689655172414
https://www.immowelt.de/expose/e0a277c7-8830-439d-8208-8681b3cb1103,345.000 € 1.769 €/m²,Mehrfamilienhaus zum Kauf,195 m²·614 m² Grundstück,"Neu-Kürenz 1, Trier (54295)",2 Stellplätze: Garage; Balkon; Garten; voll unterkellert; Terrasse; vermietet,Keine Adresse gefunden,,,2024-12-31,,345000.0,195.0,614.0,,1769.2307692307693
https://www.immowelt.de/expose/1bf9cb45-a02f-48ee-8a31-03ea0ee53978,329.000 € 4.387 €/m²,Wohnung zum Kauf,3 Zimmer·75 m²·1. Geschoss,"Alt-Heiligkreuz 1, Trier-Heiligkreuz (54295)",Balkon; 1. Geschoss; Kelleranteil; Bodenbelag: Holzdielen,Keine Adresse gefunden,,,2024-12-31,,329000.0,75.0,,3.0,4386.666666666667
https://www.immowelt.de/expose/3569f21c-44bb-4238-aebd-8927bca800df,149.800 € 3.257 €/m²,Wohnung zum Kauf,2 Zimmer·46 m²·4. Geschoss,"Maximin 5, Trier (54292)",nach Vereinbarung; Personenaufzug; 4. Geschoss; Badewanne; Gäste-WC; Waschraum; Einbauküche; Kelleranteil,Keine Adresse gefunden,,,2024-12-31,,149800.0,46.0,,2.0,3256.521739130435
https://www.immowelt.de/expose/2b653382-1cd2-443e-bb38-9188c8b71a57,677.000 €,Haus zur Zwangsversteigerung,Keine Info,"Altstadt 3, Trier (54294)",,Keine Adresse gefunden,,,2024-12-31,,677000.0,,,,
https://www.immowelt.de/expose/cd667173-0d18-4ebe-8e9e-8f8de75a5bb4,270.000 € 3.274 €/m²,Maisonette zum Kauf,"3 Zimmer·82,5 m²","Altstadt 7, Trier (54290)",Tiefgarage; Balkon; Bad mit Dusche; Einbauküche; Bodenbelag: Fliesen; vermietet,Keine Adresse gefunden,,,2024-12-31,,270000.0,82.5,,3.0,3272.7272727272725
https://www.immowelt.de/expose/75858fc4-635d-4197-9f21-b12974002b79,819.900 € 2.529 €/m²,Mehrfamilienhaus zum Kauf,"24 Zimmer·324,2 m²·442 m² Grundstück","Alt-Kürenz 2, Trier (54295)","5 Stellplätze: 5 Außen-Stellplätze; Bad mit Dusche; Einbauküche; voll unterkellert; Terrasse; Bodenbelag: Laminat, Kunststoff",Keine Adresse gefunden,,,2024-12-31,,819900.0,324.2,442.0,24.0,2528.9944478716843
https://www.immowelt.de/expose/d3d9a4a7-41b9-4564-889c-6907202024c9,125.000 € 2.553 €/m²,Wohnung zum Kauf,2 Zimmer·49 m²·1. Geschoss,"Altstadt 6, Trier (54290)",nach Abspache; 1. Geschoss; Kelleranteil; vermietet,Keine Adresse gefunden,,,2024-12-31,,125000.0,49.0,,2.0,2551.0204081632655
https://www.immowelt.de/expose/6211df29-4ded-4ec4-b213-854ac9a99eef,295.000 €,Wohnung zum Kauf,2 Zimmer·EG,"Altstadt 8, Trier-City (54290)",Erdgeschoss; Kelleranteil; Denkmalschutz-Afa,Keine Adresse gefunden,,,2024-12-31,,295000.0,,,2.0,
https://www.immowelt.de/expose/a493149e-7f4f-48ec-a2cb-984571b4e6a5,497.021 € 5.462 €/m²,Wohnung zum Kauf,3 Zimmer·91 m²·3. Geschoss,"Gartenfeld 3, Trier (54292)","2026; Tiefgarage; Personenaufzug; Balkon; 3. Geschoss; Badezimmer: Bad mit Dusche, Bad mit Fenster; Gäste-WC; Terrasse",Keine Adresse gefunden,,,2024-12-31,,497021.0,91.0,,3.0,5461.7692307692305
https://www.immowelt.de/expose/2be27496-cc23-41dd-a6f7-2e601bf3df0e,487.939 € 5.422 €/m²,Wohnung zum Kauf,3 Zimmer·90 m²·1. Geschoss·frei ab sofort,"Gartenfeld 3, Trier (54295)","2026; Tiefgarage; Personenaufzug; 1. Geschoss; Badezimmer: Bad mit Dusche, Bad mit Fenster; Gäste-WC; Gartenanteil, Garten; Terrasse",Keine Adresse gefunden,,,2024-12-31,,487939.0,90.0,,3.0,5421.544444444445
https://www.immowelt.de/expose/879f7015-62b3-4899-b34b-939a9c52cb0f,195.000 € 4.134 €/m²,Wohnung zum Kauf,"1 Zimmer·47,2 m²·EG","Altstadt 4, Trier-City (54290)",Erdgeschoss; Kelleranteil; Terrasse; Denkmalschutz-Afa,Keine Adresse gefunden,,,2024-12-31,,195000.0,47.2,,1.0,4131.35593220339
https://www.immowelt.de/expose/0b453b8f-4ab8-4e53-80e2-3dcf9c475858,249.800 € 3.162 €/m²,Wohnung zum Kauf,3 Zimmer·79 m²·2. Geschoss,"Matthias 1, Trier (54290)",nach Vereinbarung; 2. Geschoss; Badewanne; Einbauküche; Kelleranteil; Bodenbelag: Fliesen; vermietet,Keine Adresse gefunden,,,2024-12-31,,249800.0,79.0,,3.0,3162.025316455696
https://www.immowelt.de/expose/37ced9f9-f45d-4961-aec9-1eea24d5f004,459.500 € 1.802 €/m²,Einfamilienhaus zum Kauf,9 Zimmer·255 m²·456 m² Grundstück,"Maximin 6, Trier (54292)",Balkon; Garten; voll unterkellert,Keine Adresse gefunden,,,2024-12-31,,459500.0,255.0,456.0,9.0,1801.9607843137255
https://www.immowelt.de/expose/cd0a05a6-6aa8-474b-9d32-c53f2c975291,433.700 € 4.988 €/m²,Wohnung zum Kauf,2 Zimmer·87 m²·1. Geschoss,"Neu-Kürenz 1, Trier-Kürenz (54295)",Tiefgarage; Balkon; 1. Geschoss; Kelleranteil; Bodenbelag: Fliesen,Keine Adresse gefunden,,,2024-12-31,,433700.0,87.0,,2.0,4985.057471264367
https://www.immowelt.de/expose/754cadb1-f566-48b9-9e2e-069f886ea9ff,85.000 € 4.250 €/m²,Studio zum Kauf,1 Zimmer·20 m²·1. Geschoss,"Alt-Kürenz 3, Trier (54295)",möbliert; 1. Geschoss; Bad mit Dusche; Einbauküche; Bodenbelag: Laminat; vermietet,Keine Adresse gefunden,,,2024-12-31,,85000.0,20.0,,1.0,4250.0
https://www.immowelt.de/expose/f1d4e318-e078-48a0-b2c1-42caf4171da0,950.000 € 1.644 €/m²,Wohn- und Geschäftshaus zum Kauf,578 m²·348 m² Grundstück,"Altstadt 4, Trier (54295)",als Kapitalanlage geeignet; vermietet,Keine Adresse gefunden,,,2024-12-31,,950000.0,578.0,348.0,,1643.598615916955
https://www.immowelt.de/expose/2199f101-8d48-46ef-ae62-828d32db1695,325.000 € 3.736 €/m²,Wohnung zum Kauf,4 Zimmer·87 m²·1. Geschoss·frei ab sofort,"Helenenstraße 1, Gartenfeld 3, Trier (54295)",1. Geschoss,Keine Adresse gefunden,,,2024-12-31,,325000.0,87.0,,4.0,3735.632183908046
https://www.immowelt.de/expose/5faf808a-b81d-4903-8d51-00aac1bbdfb4,325.000 € 3.168 €/m²,Wohnung zum Kauf,"4 Zimmer·102,6 m²·EG·frei ab sofort","Helenenstraße 1, Gartenfeld 3, Trier (54295)",Erdgeschoss; Terrasse,Keine Adresse gefunden,,,2024-12-31,,325000.0,102.6,,4.0,3167.6413255360626
https://www.immowelt.de/expose/a8471733-4fb4-4779-a69d-997d85889e20,278.000 € 4.469 €/m²,Wohnung zum Kauf,"3 Zimmer·62,2 m²·EG","Barbara 1, Trier-Süd (54290)","Balkon; Erdgeschoss; Kelleranteil; Bodenbelag: Fliesen, Parkett; Denkmalschutz-Afa",Keine Adresse gefunden,,,2024-12-31,,278000.0,62.2,,3.0,4469.453376205787
https://www.immowelt.de/expose/44641d25-c44e-49e7-9e8f-93d93862b121,3.600.000 € 2.701 €/m²,Wohn- und Geschäftshaus zum Kauf,1.333 m²,"Altstadt 6, Trier (54290)",als Kapitalanlage geeignet,Keine Adresse gefunden,,,2024-12-31,,3600000.0,1333.0,,,2700.675168792198
https://www.immowelt.de/expose/8e09c0bb-fca8-42fb-9b50-09f8872991f6,Preis auf Anfrage,Doppelhaushälfte zum Kauf,5 Zimmer·80 m²·500 m² Grundstück,"Neu-Heiligkreuz 5, Trier (54295)","Bezug nach Absprache; Stellplatz; Garten; Terrasse; Bodenbelag: Fliesen, Linoleum, Teppich; voll erschlossen",Keine Adresse gefunden,,,2024-12-31,,,80.0,500.0,5.0,
https://www.immowelt.de/expose/31679262-cead-4cb2-8439-5de8acf5cac1,199.900 € 3.173 €/m²,Wohnung zum Kauf,3 Zimmer·63 m²·1. Geschoss,"Nells Ländchen 1, Trier (54292)","sofort; 1. Geschoss; Badezimmer: Badewanne, Bad mit Fenster; Garten; Kelleranteil; Bodenbelag: Laminat",Keine Adresse gefunden,,,2024-12-31,,199900.0,63.0,,3.0,3173.0158730158732
https://www.immowelt.de/expose/893abb7a-b455-4a18-9de8-5b8f2744f8fa,980.000 €,Haus zur Zwangsversteigerung,Keine Info,"Barbara 5, Trier (54290)",,Keine Adresse gefunden,,,2024-12-31,,980000.0,,,,
https://www.immowelt.de/expose/8424913e-4ef3-44ba-b6fc-2f83b18f49d9,459.500 € 1.802 €/m²,Mehrfamilienhaus zum Kauf,9 Zimmer·255 m²·456 m² Grundstück,"Maximin 6, Trier (54292)",Balkon; Garten; voll unterkellert,Keine Adresse gefunden,,,2024-12-31,,459500.0,255.0,456.0,9.0,1801.9607843137255
